Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MIR217HG,199.07210410845306,-8.995373718516339,3.8727772468507404,-2.322719109608275,0.020194247006519537,0.09391705503907144
LINC01122,18.785679966641016,4.143922982622127,1.0987371742163439,3.771532519210257,0.0001622480082475458,0.0027945877396263643
LINC01185,2.7156878645857154,2.723892320702681,1.1252888347671033,2.420616144535402,0.015494228769318103,
NONOP2,131.29853966001292,-1.7598133418788142,0.8057377200180665,-2.18410197035253,0.02895475594336368,0.11933207823724594
AC010733.5,34.82501432614414,-2.014052865009108,0.9259059638794582,-2.175223989885989,0.029613335281766913,0.12104796822322723
B3GNT2,1381.9203055866537,-2.3741968766467054,0.5834341154321162,-4.069348729956036,4.714473732058206e-05,0.0010567795292712897
PSAT1P2,3.165046417915975,2.5610705852784097,1.2609996576962856,2.0309843620078514,0.0422565809704094,
RSL24D1P2,3.0272431743261667,4.619336016397234,1.720286002549227,2.685213975787755,0.007248338497628073,
AC092155.4,66.15017529765076,5.8159416432424065,1.9750361664081717,2.9447266547120297,0.0032324009510305506,0.026318326160178204
AC096664.1,1.2656589982149846,2.957101354236891,1.455910734931923,2.031100728421487,0.04224477759325683,
UGP2,11250.889623598488,-2.052543009668155,1.042543219510313,-1.9687845753121327,0.048977834304081695,0.16785913949520623
AC012368.1,3.60305710798552,-5.427505810274108,2.686802263071875,-2.0200615001971642,0.043377008691145656,0.15501598692945287
PELI1,2435.13142974748,-2.220229818729095,0.9185337017210008,-2.4171457340859517,0.015642752794886736,0.07926717938910723
RAB1A,8719.468032769262,-1.0821049692720246,0.2096868197516945,-5.160576952587789,2.4618993925960485e-07,1.4436917610513241e-05
SPRED2,2486.180492775613,-0.5906699714191329,0.2836454265588114,-2.0824237449732426,0.037303781418491035,0.1406417617801194
BMP10,32.282176258582616,-8.709792352366227,4.362040636272213,-1.9967242578944862,0.04585514545849858,0.16058743897595282
ANTXR1,9876.294430500862,3.217714881709474,1.2986641551949647,2.477711322698675,0.013222808001612003,0.07059451848328184
GFPT1,4363.0343528925405,-0.9703636030208289,0.41517345849911547,-2.337248644286581,0.019426259165587826,0.09158093606634261
AAK1,3029.1677175476825,-1.2692233682939562,0.596780822522368,-2.1267831009204126,0.033438109046105814,0.13103966715663143
ANXA4,9322.884027694701,-2.1641737515552677,0.9569964611554218,-2.2614229408355078,0.023733079508471918,0.10522705993730778
ASPRV1,191.2397004610508,1.9393801408416456,0.6759036837348661,2.8693143527863922,0.004113627380653659,0.031286380695615436
TIA1,6836.189432435505,0.960175239258122,0.318132236946726,3.018163919737916,0.002543113052899259,0.02213945113054948
TGFA,363.0597687698794,-4.842232237823792,0.6036137183492054,-8.02207121976383,1.039768226323227e-15,4.0187041947392725e-13
FIGLA,2.983304066103255,4.641070801153202,2.1120552095443443,2.197419262612206,0.02799051681392233,
CLEC4F,25.27868340068071,1.823792403609554,0.6635167009299245,2.748675958048219,0.005983650872767081,0.04103143820253104
EXOC6B,1694.165063525437,1.3231918905016211,0.4108874916506964,3.220326530714867,0.0012804465941929008,0.013239931970517513
SPR,3127.2158246239806,-2.8104121696899567,0.8202388015976695,-3.4263340922372936,0.0006117873780029402,0.007680159559781989
SFXN5,3656.787867486533,-2.7942182150070582,1.3643863681765025,-2.047966969020308,0.04056323603911587,0.14881742961625294
PRADC1,1394.1004161472847,-2.1739698779814494,0.9003968013464749,-2.4144575755160864,0.01575865803682793,0.07961727230371235
EGR4,2.4365746552491387,-3.561550761953432,1.7845974048131028,-1.9957166542705052,0.0459647732440405,
ALMS1,2207.679166736447,1.7578361525480237,0.5225901949345363,3.363699069723695,0.000769053501514163,0.009060145175074
ALMS1P1,81.03517144969317,1.8875661326625404,0.8229195982522224,2.29374307851155,0.021805260734456704,0.09906151310334035
DUSP11,942.8502949278941,0.5560072171313617,0.22886405149851444,2.429421368235154,0.015122944922228673,0.07765120813629856
AC073046.25,12.532283721002692,-2.2501768730916716,0.8884080635427134,-2.532819056277607,0.011314934403570984,0.06358948263950039
TET3,1565.790357672819,-1.0134202415612341,0.4472325374759831,-2.265980573060733,0.023452572723487046,0.1044251488223828
BOLA3,324.1200047362156,-0.8179867030453424,0.3588351618842272,-2.2795611744125943,0.0226337278818307,0.10165672027736204
RTKN,3828.782284433653,-2.41039778602513,1.1306988317885753,-2.1317770198915715,0.033025181651663786,0.12998601431141668
MOGS,5778.952892318526,-1.2932450730153489,0.47887371278155455,-2.7005973359938467,0.0069215080419186715,0.04511428984247288
LBX2,157.72235842804753,-5.512088134911333,1.5939491225857991,-3.4581330462852513,0.0005439326968381451,0.007053980256046896
RP11-523H20.3,28.85107389335181,-3.4942959412165475,1.7071205424245193,-2.0468946711014393,0.040668427437360655,0.14905329245684382
LBX2-AS1,742.6627750837376,-4.710881189552899,1.2920667702386726,-3.6460044465679577,0.0002663493680673686,0.004073324958051862
AUP1,9059.445035192337,-1.0927416230651141,0.5248588914308013,-2.0819722041599134,0.037345008701114214,0.14067743619462575
SEMA4F,568.2449397112179,1.654838634580781,0.8023867611135433,2.0623952372845915,0.03917012238281675,0.14516789944257918
EVA1A,2185.6358878946157,-6.671848518832508,1.0200992448235628,-6.540391587081781,6.135796245568312e-11,9.782376651762629e-09
REG1B,175949.14610163737,-12.369058865408599,3.086470065989348,-4.007509744450989,6.136233060930706e-05,0.0012957712678086208
REG1A,590341.0703434772,-12.965741732804146,3.313816144522527,-3.912631590692042,9.129576013133857e-05,0.0017736965309903395
REG1CP,4119.0017761535255,-8.741382550626316,3.7311058542333493,-2.3428396009478685,0.01913760857762735,0.09070446769834553
TRABD2A,949.1860859177692,5.098511998326547,1.0828276300892707,4.7085167173894655,2.4952590420106565e-06,9.792548138869206e-05
TCF7L1,1732.4864926333782,1.4228092901067264,0.6304827869565215,2.256698072559504,0.024026947376900008,0.1060937165721555
AC093162.5,60.97422599810352,-1.3492171847613752,0.5153503458138493,-2.618058172893375,0.008843172804878079,0.053467763706953046
RETSAT,5239.505707617201,-1.7542332599484425,0.7356097095386254,-2.3847336939702686,0.017091488702399207,0.0840509514233395
CAPG,2293.178532317791,-2.877991968543058,1.4650075717030966,-1.9644894839672005,0.049473354618308145,0.16883154554627725
SH2D6,66.78927502451975,-3.448223779835197,1.0973382582646047,-3.1423526463830953,0.0016759604779206195,0.016255542141169994
VAMP8,4331.0994102492405,-4.751837172082525,0.5886300978359646,-8.072705064780315,6.8757556614263695e-16,2.828929857537504e-13
RNF181,2808.490962567149,-1.0209361016621574,0.3222979177735375,-3.167678242276197,0.0015366148256843724,0.01524349661909964
TMEM150A,3034.3327327452,-1.4922166287725656,0.5697384382743347,-2.6191257751404313,0.008815543762360285,0.05336395487281645
SFTPB,105111.48350203695,-13.072286557502252,2.853410178231529,-4.5812854587923715,4.621265333303297e-06,0.00016372757970449137
REEP1,237.62810900394356,-2.3184045360344268,1.152866182961789,-2.010991882924602,0.04432631409769242,0.15730012957264325
AC015971.2,95.3539178984648,-1.5321305763751107,0.7371515250019806,-2.0784472722497513,0.03766818257617399,0.14153130577456483
CD8A,313.11243438564986,-2.7154901973057215,1.209912847917085,-2.2443684286686847,0.024808706098618252,0.10832849043410749
CD8B,63.6156008012219,-3.375013393207448,1.311730231093451,-2.5729477854558978,0.010083641930479196,0.058767105781264296
RGPD1,39.786931089573876,-3.425914233355922,1.4707563885170034,-2.3293553304299075,0.01984024942083629,0.09279007943689647
LINC01943,25.70793951556928,-4.0078744077411015,1.3767149471396443,-2.911186819078366,0.003600586626981367,0.0284578823681576
CYTOR,196.05988304173047,-1.6213344129559994,0.8024784763126183,-2.0204085976312003,0.04334102235313752,0.15495250724683743
AC093616.4,34.32306435372749,-2.4374703253678875,1.0687995331965938,-2.2805682914903946,0.02257400540884494,0.10152332580645727
PLGLB2,105.77479400819026,-6.543262564706037,3.190323660866164,-2.0509713935825435,0.040269732639075455,0.14797473493088098
RGPD2,288.5108706258957,-4.157189275345605,1.2365154411229624,-3.3620197023744267,0.0007737460257639832,0.009091426702539589
MTATP8P2,6.158689908953634,-2.8035845295175146,1.3191647761427334,-2.1252724301169232,0.03356388737009317,0.13137676482813584
FABP1,21794.285956143452,-12.542312464959126,2.878518496954922,-4.35721100219685,1.3173026207149109e-05,0.00038762568241029196
EIF2AK3,2191.8877218608554,-2.000095642457532,0.8832750865198834,-2.2644085324968666,0.02354899966785113,0.10470828525836055
IGKV2-30,32.097969327525824,-3.1520472562009023,1.5442086425472288,-2.0412055530277855,0.041230399996916516,0.15035686540691115
IGKV1-33,52.35446679380753,-3.24666243418109,1.4679903067191566,-2.2116375151257817,0.02699172110918661,0.11428361222972033
AC027612.6,46.141105691686285,2.1236429800288854,0.856031818490374,2.4807991176939708,0.013108822644933354,0.07025062118689179
MAL,300.5264004357674,-3.570487304669607,1.3308168020148623,-2.682929235086207,0.0072980431045585525,0.04681060637520345
ZNF514,1671.646859176073,1.8356042215264177,0.3799686007978426,4.830936602845842,1.3589227302799439e-06,5.966395856576779e-05
KCNIP3,377.08032393516385,1.905113893238524,0.7025473412271405,2.711723155781728,0.006693446978459436,0.04414248680804596
STARD7,6535.110298327605,-1.3125955968540002,0.40875935819756964,-3.2111695317311133,0.001321959209504541,0.013575627002919219
ITPRIPL1,131.52643060207964,-2.6641682436431884,1.0772296055133932,-2.4731665654263946,0.013392170889300501,0.07118584855494196
NEURL3,320.41310077020967,-6.79838133470986,1.7192033423752557,-3.9543788492856224,7.673374111272621e-05,0.0015461303333685094
ARID5A,3079.958098509467,-2.142301874101716,0.9296597178887953,-2.3043935677526854,0.021200560754562305,0.09704600596628389
KANSL3,5882.358575189623,0.34282389473915204,0.15253019763605957,2.2475804794873304,0.024602953461157696,0.10772343629259726
ANKRD23,68.37152142961021,1.275916195191104,0.5109963021846664,2.496918646448457,0.012527769398640002,0.06813877816415945
GPAT2P2,4.57155056320666,3.172373104447026,1.5284060774173225,2.0756088001217936,0.03793014687530633,0.142162814669731
RP11-734K23.9,3.1287224724775116,2.3394249279043415,0.9702602707421084,2.411131320583724,0.015903121214744815,
AC159540.1,44.32449933383989,1.5548634541571444,0.7258389288211393,2.1421604606995293,0.032180572010603446,0.12778552481607772
LINC01125,351.2522244031218,-1.1493413128223526,0.388197183667695,-2.960715227151707,0.003069255864771397,0.025288645947820924
ZAP70,572.911714741728,-3.1156470450707987,1.255949697311886,-2.480710056890997,0.0131120980983385,0.0702534153309214
MGAT4A,3716.091536202301,-3.1089176682015167,0.72178374927054,-4.307270247277661,1.6528162778173836e-05,0.0004638249772370037
KIAA1211L,647.8017696755192,-4.028145311518042,1.4096472438932215,-2.857555554390292,0.004269178947394137,0.03221014071844929
LIPT1,267.2235493231252,0.7306634509427091,0.36473019450131183,2.0032984983371898,0.04514525858655347,0.15904024323772856
TXNDC9,599.5968965636516,-0.9214004342384562,0.4127732419273153,-2.232219389842873,0.025600466508034457,0.11044178930381378
NPAS2,1570.0914667548984,-2.833919674799229,0.9220255071498497,-3.0735805602161657,0.002115065731868582,0.019310383591351347
RPL31,41660.45958065876,1.458008382450932,0.5626219541644205,2.5914530559268645,0.009557157968406067,0.056660606208646096
TBC1D8,5519.568681152776,-2.5304513671855307,0.45859869360439937,-5.517790177937951,3.432889508865536e-08,2.6944485686661833e-06
BBIP1P1,2.9065892097374264,-3.7048967364554275,1.6143481032482077,-2.2949800783367946,0.021734266006222226,
CNOT11,2441.0988191478027,-1.3635943636046035,0.4602828157104866,-2.9625141696845163,0.0030513776454588848,0.0251738655750358
RNF149,3910.8954220743854,-1.1920819662649083,0.526850880610214,-2.2626553549349757,0.023656942949087083,0.10504176809195168
RFX8,21.617715168397375,2.903133498115137,1.0196271642361867,2.847250053689875,0.004409870852247682,0.03291901245661322
LINC01127,636.527146535951,-6.00152691297231,1.8652689151045423,-3.21751296254028,0.0012930718386427226,0.013351598563304276
IL1R2,1749.9258405693936,-5.867357732004119,1.6349345425511765,-3.58874167699008,0.0003322778805829698,0.004840706142656183
IL1RL1,15759.204327596903,-9.20211630329877,2.059210727050653,-4.468758919335415,7.867474019986021e-06,0.0002514929759095531
IL18R1,2248.963403087036,-4.492751794781113,1.434376866559567,-3.132197611048503,0.0017350305250258872,0.016644939324138908
IL18RAP,983.0432795414476,-5.570325313051521,1.6540840623216686,-3.367619240120738,0.0007582023100394943,0.008979100615969108
AC007278.2,64.19914310383989,-7.349373233330254,2.614987405633437,-2.8104813114960265,0.0049467461700162625,0.03587902986947536
AC007278.3,232.09592080812638,-5.381270196870657,1.7983477056042312,-2.9923413476164176,0.002768465217597678,0.023532415606697492
MFSD9,957.7393298865129,-1.8429723511929117,0.8118934004486703,-2.2699683852269823,0.023209501304798673,0.103668563961497
LINC01831,81.16717212305889,-8.765584635105311,4.023949281299954,-2.178353657646885,0.029379717232737794,0.12041246897331433
AC010884.1,2.255113124827856,3.068023871505102,1.3385465315905944,2.2920561961035233,0.021902400629270187,
LINC01918,3.563019783361446,2.7371101238651288,1.3703422350172751,1.997391639783053,0.04578265529288489,0.16042166948711548
RP11-332H14.1,13.030770541056704,-3.539339867213139,1.594909533962986,-2.21914772709314,0.026476675958648502,0.11284835098077338
RP11-332H14.2,249.74211742771132,1.3637896844289927,0.38364886863559106,3.5547861493223603,0.0003782866308007005,0.005346101753515273
C2orf49,1400.0655580905943,0.6179023597203218,0.14709890589586233,4.200591132593206,2.662189813444383e-05,0.000677066799114185
FHL2,8814.35551504688,5.257498815653542,0.8093905512561613,6.495626626100326,8.268850300029199e-11,1.2263378040897955e-08
PLGLA,245.91298857062043,-9.091160106616865,3.8531842533370897,-2.359388886929913,0.018305061760027684,0.08815250527403175
EEF1A1P12,49.43563452088182,1.2866295322296972,0.5194628733650436,2.4768459849594304,0.013254908576009857,0.07071128588934214
SLC5A7,5.954697097443342,-6.322058639486758,2.5158735424479057,-2.5128682077301443,0.011975406301625831,0.06616431434874884
SULT1C2,326.40460785477404,-3.6759816976404127,1.2389502777916466,-2.967013094498535,0.0030070815188940653,0.024921261359801397
SULT1C2P1,15.56580557821514,-4.198446758312782,1.4002494435823245,-2.9983563125522097,0.00271440118368787,0.023196535944621063
GCC2-AS1,13.150786569555422,2.8577431422698765,1.0076625305224698,2.836012112892742,0.004568071345392514,0.03379551390650164
EDAR,14.303427862676244,-2.2306379058919337,0.9237902409040205,-2.414658444225426,0.015749971147013528,0.07960491658196316
RP13-1039J1.2,19.499360168798518,2.4632869429136934,1.1387038721007794,2.1632375222973543,0.030522915673547365,0.12378522351613987
MIR4435-2HG,331.2036925734935,-2.0548733321378085,0.8684819843682329,-2.366051765175765,0.017978930384258657,0.0869925142587356
RP11-803D5.1,9.972025695436521,-3.5141775338137284,0.9759672838658568,-3.600712433611391,0.00031734641851028094,0.004686523011067627
FBLN7,176.16146469281958,-2.245451957932132,0.9700312282865725,-2.3148244019921047,0.02062254391972103,0.09526629352556387
ZC3H6,1557.3082845616132,0.8059096183272592,0.40128473130968934,2.0083236551188457,0.044608909771708394,0.15791405486629329
CHCHD5,1017.5192717272564,-1.5114069459019233,0.6768711860690608,-2.23293143068985,0.02555346651143403,0.11027632841146519
AC079922.3,144.82089705392133,-3.264144319161468,0.7866086123716558,-4.149642233537139,3.3299532299629146e-05,0.0007999719614475279
SLC20A1,3513.114156843184,-1.8500264110033822,0.49033799266763195,-3.7729615870442945,0.00016132113318202628,0.002782380518147605
IL1A,29.127797111885112,-6.017918716156067,2.7798471689560533,-2.1648379750373263,0.030400095512236554,0.1234637854516227
IL1RN,1833.5356077332644,-3.891810736012419,1.6774545647683832,-2.3200692392820703,0.02033713205627427,0.09440944524540498
PSD4,5537.8419165392515,-5.042766878691573,0.8696543416049288,-5.798587596751663,6.687576799870444e-09,6.586617628876261e-07
PAX8-AS1,1041.2448440989817,-3.4573070868778646,1.0187108103346334,-3.3938062223391774,0.0006892844725257587,0.008376825921705374
PAX8,90.26243711274381,-2.795636055795149,0.6255356162858308,-4.469187657761948,7.851722293941949e-06,0.00025130437138791114
AC016745.3,8.042765890956137,-6.707707881588151,2.8555160977171634,-2.349035218870107,0.018822126391220505,0.08975720427742878
RP11-480C16.1,7.773717728243064,-3.5426514276967858,1.6470303511827384,-2.150932692377402,0.03148151266994004,0.12589150442036376
DDX11L2,223.05963756137274,-2.0527778074671557,0.9790091674615774,-2.096791200423279,0.03601206289906754,0.13735522016930532
RABL2A,846.2867767556357,0.9898677506618934,0.49436174543937794,2.0023146204043774,0.045250904551324155,0.15922986138054923
AC017074.2,20.013796126070886,-2.0347915670262204,0.8160214236111689,-2.493551649687804,0.012647218261150542,0.06849636743602742
RP11-141B14.1,10.599513351370323,1.491347869326472,0.7006836314038644,2.128418308186337,0.033302416517831196,0.13065385157695417
LINC01191,5.171218572242258,-6.086847069259551,3.010081856913134,-2.022153336222446,0.04316051334482713,0.15454541478287412
DPP10,251.08816463615838,-5.420759578753286,1.7939184351449216,-3.0217425009712717,0.002513242415200487,0.021937575406891518
DPP10-AS1,95.77593819420699,-5.915077357388154,2.278339000825065,-2.5962235449799618,0.009425472058091102,0.05608452687890038
AC009303.2,102.93106219084768,-2.228209471030109,0.8881260855410261,-2.5088886671679447,0.012111164932878626,0.06651376512243123
MARCO,1646.058900886612,-3.7541023256976644,1.8086459976568168,-2.075642403522455,0.03792703655690733,0.142162814669731
STEAP3,11369.458460753667,-4.9675962751647305,1.5641029888970166,-3.176003313354583,0.0014931924574712672,0.01490796336502331
DBI,5817.988965059347,-2.21455128953614,1.015873123053149,-2.1799486956406837,0.029261264742383275,0.12015284859580819
SCTR,1663.4470828056706,-4.967630620903762,1.8567201149964705,-2.675487048791522,0.007462075626470189,0.04756244463167378
AC013275.2,435.57230164548474,-5.160334606897531,2.221953800348064,-2.3224310991926007,0.020209734421382134,0.0939643809923659
CFAP221,595.2817066376676,-5.679360496883057,0.8145553846563655,-6.972344181702262,3.117028176721521e-12,6.310497758729309e-10
MTATP6P26,9.090941176040715,-2.3966019238532787,1.1028446672789216,-2.173109228307264,0.029772097321571944,0.1214741571618648
GLI2,1048.5358003860995,4.3114474995106615,1.0793217857182014,3.9945895251634735,6.480643086037161e-05,0.00135392894743425
TFCP2L1,1045.3608890405358,-6.588502694870542,1.27899190304829,-5.151324788818296,2.5865280160339625e-07,1.5063868301600537e-05
RP11-204L24.2,7.868980835191136,1.7540312381224972,0.6013193246706529,2.9169713431099082,0.003534482445358113,0.02807882675136721
NIFK-AS1,248.10990513167354,1.064181230421388,0.3923374828901793,2.7124128507478527,0.006679534282969144,0.04407693913878594
RP11-416H1.2,4.522506281475162,3.386501999871066,1.1178625017266672,3.029444135249393,0.0024500421077409506,0.021588298489244873
PROC,8560.262353824943,-9.359309923724723,2.689935384158682,-3.4793809467850805,0.0005025736168813689,0.006654233862189125
MYO7B,346.0875418153729,-3.5015826384060214,1.536098151969469,-2.2795305325486894,0.022635547107899813,0.10165672027736204
RP11-286H15.1,425.1817963834712,-3.3211870685893934,1.4553698144768579,-2.2820227790578542,0.02248799543292608,0.10126705276750454
UGGT1,4107.2236409147845,-1.1333758181333968,0.3939823824755738,-2.8767170019427555,0.004018357960547464,0.030811504570403873
IMP4,3248.006650724237,-1.728799093343174,0.7758153628788016,-2.228364087723342,0.02585624585382803,0.11120739498675761
PTPN18,4839.825017730447,-1.232414739226882,0.41134300590386935,-2.9960755902943363,0.0027347863215558153,0.02330827406500745
PLEKHB2,3535.5465104237646,-1.105681084587436,0.42932652454784176,-2.5753849840792333,0.010012856846153254,0.058501595347806544
GNAQP1,2.3448395944904035,2.536787034021237,1.128782763944804,2.247365139733195,0.024616700984300934,
TUBA3D,18.231559698343318,0.9452173433985015,0.46868732833839283,2.016733302241219,0.04372335262630592,0.1558400976372872
ANKRD30BL,2.0811481683132813,5.196866928766332,2.463243268222915,2.109766012885754,0.034878515292861983,
GPR39,120.01443261252783,-6.2465644915104805,1.2430391332817552,-5.025235589340529,5.028148968245971e-07,2.6229662992021772e-05
TMEM163,1497.9603485599232,-4.9749751804424465,1.8619859120991114,-2.6718651027997864,0.007543096502982766,0.047924495316211055
ACMSD,1092.5347991361975,-8.136437124108863,2.3694619124194833,-3.4338754640713587,0.0005950175025511986,0.007525186649766248
DARS-AS1,47.38047705312201,-2.388064297903636,0.6057943557128659,-3.9420378803191256,8.07922124738883e-05,0.0016101004281222006
AC097721.2,9.894228403515982,1.3597500940097276,0.6765955133059587,2.009694222425096,0.044463561831998864,0.15761825997393816
NXPH2,28.21438043686623,8.95880099290222,2.304020709842833,3.8883335356448843,0.0001009348601217146,0.0019214532439140429
KYNU,1367.288961968853,-6.0659890771082425,1.6411359493615565,-3.696213637552737,0.0002188388414645419,0.003517555139835539
ARHGAP15,304.580682076015,-3.0188587119659736,1.1793121977972316,-2.5598469324787136,0.010471827506772035,0.06043571218783888
MBD5,896.0282495540107,1.3021361239897442,0.5526068610597984,2.356351713571718,0.018455434443457663,0.08865907292244096
EPC2,1643.5033096198638,1.4266228823888045,0.2782262968856032,5.127563060566419,2.935166803863565e-07,1.6638482222167927e-05
LYPD6B,223.20948874749462,-4.177402837450731,1.484533151666096,-2.813950522265144,0.0048936759823380175,0.03566650875241728
RBM43,706.6949080956563,0.9375978298326845,0.46404843935847695,2.0204740503574694,0.04333423917854218,0.15495250724683743
RIF1,3102.702776016701,0.6016515066762008,0.2500890862989302,2.405748749695738,0.016139360246830728,0.08083623415205282
NEB,179.5677391694109,-1.7594549285189038,0.7920078321440505,-2.2215120319654793,0.0263163006880001,0.11242715026799438
ARL6IP6,733.8881608635675,0.9100239974681222,0.430798763425864,2.112410885842127,0.034651222108342955,0.13390668455714597
NR4A2,10659.553524112334,4.926779007595522,0.9204396065728955,5.3526369056841965,8.668167424567062e-08,6.02496683469431e-06
ERMN,106.73242194050866,-4.800906689921299,1.507751360095873,-3.1841501304406217,0.0014517969459291445,0.014591760557015976
CYTIP,956.181818303278,-3.547968349134505,1.729455090612022,-2.051494929468764,0.04021877291885644,0.14789400005580353
CCDC148,64.7482075749659,1.8128258959198622,0.7725534155473062,2.3465379343842363,0.018948737231212043,0.09017972724458731
BAZ2B,2840.425836708062,0.8081721410185077,0.23469919425391758,3.4434380722422,0.0005743681184230997,0.007344138512709198
AC009506.1,84.4498211766988,1.0825132161060755,0.3021273344718029,3.582970134094586,0.00033970946098555246,0.004920868052402304
AC009961.2,1.7432147092348922,2.228161626810658,1.0732563988825436,2.0760757905851595,0.03788694184649101,
PLA2R1,1651.4161238595264,3.587233980533108,0.9105449584036142,3.939656078951136,8.159850149091414e-05,0.001622366464950685
ITGB6,775.9435880987257,-7.63134233340193,1.6897079493822886,-4.516367657613105,6.290940265251621e-06,0.00021087463236045152
LINC01806,81.58013258317729,-10.042925148401055,2.5677426700681463,-3.911188323296634,9.18431220676275e-05,0.0017816168827552168
GCG,3046.730753012644,-13.98763505601911,4.023452294976428,-3.476525637816978,0.0005079556607390797,0.006699153142795699
GCA,1595.9210978825513,-2.2540784208816267,0.823460943526947,-2.737322806382576,0.00619414790272315,0.0420118369717003
KCNH7,15.252597265095291,-6.194806959596684,2.071613630137811,-2.99032931115856,0.0027867682932264264,0.023631925707122373
COBLL1,5186.623455366607,-2.229518296322268,0.7135367460322193,-3.1246019335654447,0.0017804582142897508,0.01698493215718671
AC013463.2,51.28028717883551,-3.991012406546974,1.098513236278248,-3.6331036119951405,0.00028003250353952837,0.004241893784317
SLC38A11,149.2537002448035,-2.5978935169192994,0.9492273643368799,-2.736850637185497,0.006203044992537498,0.042049820546010905
CSRNP3,450.4451816751164,2.9145952097049617,0.8104947560362802,3.5960691762631165,0.00032306192319428385,0.004747591620000394
GALNT3,997.3871173282587,-2.037973468212745,1.002166922802148,-2.0335668857583022,0.04199528341705453,0.15212406769179837
AC010127.3,14.05639553747068,-6.037336836731839,1.8456085536152578,-3.271190320886649,0.0010709581010587795,0.011570974248161121
SCN9A,1044.9667998757557,-4.33771028036319,1.360749797893201,-3.187735384623321,0.0014339169494435372,0.01446334023857461
G6PC2,310.02301260296224,-6.44032629648557,2.4772959263506045,-2.599740397576583,0.00932943077140143,0.055720022290360646
ABCB11,1032.7941989780293,-10.712533630655761,2.642375042696233,-4.054130642910129,5.0321089688523415e-05,0.0011046821659763716
DHRS9,61.48640441839103,-3.2768405249714485,1.4792354133961139,-2.2152258493110906,0.026744566474531446,0.11365123632856104
LRP2,116.22254004649247,-5.924068842066716,1.8384385195365969,-3.2223372057935107,0.0012714939714891565,0.013174061624174206
FASTKD1,605.8525556961044,-1.4188224391304591,0.41067157683765904,-3.454883462001385,0.0005505307271252295,0.007121444380444969
KLHL23,921.8793199923189,1.8870526624625787,0.5714956991102813,3.3019542673731213,0.0009601372318213463,0.01070719946177743
PTCHD3P2,2.2343695464110054,2.459690013835072,1.019008354291829,2.4138075055767922,0.015786800250830492,
AC009967.3,3.35906900268957,4.724421962795463,1.30160041827738,3.6297022469062057,0.00028374833710354745,
MYO3B,28.64264541865042,-4.120179913430908,1.8007280083906998,-2.2880634355840828,0.02213382719598677,0.10010847481248697
LINC01124,38.121587071127585,-3.1758868199250245,1.5921216608437319,-1.9947513422070957,0.04607000665452758,0.16107523641984647
GORASP2,5254.011585939932,-1.0588344828434424,0.536053409575297,-1.9752406456706115,0.0482408453499582,0.16631531125068663
DCAF17,1121.805035973728,0.8193151544282249,0.2770084841349033,2.9577258508415136,0.0030991762039481933,0.02549399735134294
SLC25A12,1225.1329890774357,1.6168339708214259,0.6696269805425265,2.41452930930513,0.015755555310303027,0.07961727230371235
ITGA6,3786.803838608177,-2.0649242153637575,0.9974787730257658,-2.0701435170394533,0.038438906759227794,0.14335351937443594
MAP3K20,5123.011882084116,1.985781366100438,0.6364008450579902,3.1203311270265353,0.0018064784531802544,0.017154703745563594
RP11-394I13.3,1.8615989448192911,2.838979855485258,1.318411780165372,2.1533331984709334,0.03129250146884724,
RP11-483E17.1,5.502359182878079,-3.625680858071805,1.7699170339977657,-2.0485032848587084,0.040510710560632913,0.14868887995556618
HOXD11,2.959688967149587,4.001935942721637,1.6385364292544828,2.4423844787768783,0.014590598409774643,
HOXD10,28.85735163405751,5.205652876371346,1.312229101894558,3.9670305047004186,7.277368110817099e-05,0.0014815513418901308
HOXD-AS2,29.641046636285065,7.584584621920038,1.111361198564929,6.824590089805015,8.817672523900384e-12,1.6299275971896733e-09
HOXD9,204.84781600397125,4.52801979254567,1.15735214623459,3.91239590065776,9.13849350288627e-05,0.0017740778597041544
HOXD8,411.18721454567685,5.190296027236317,1.0046228762635636,5.16641234225154,2.386300376813762e-07,1.4090772294477376e-05
HOXD3,196.15241050559644,5.880262213004947,1.006326509816391,5.843294552657496,5.117840647614311e-09,5.135661039121617e-07
HOXD4,174.00288256410465,4.833597366602039,1.2275382745230732,3.9376347499062727,8.228872333823394e-05,0.0016335432246186844
HAGLROS,14.360641902069133,3.745533205339856,1.5793280476668563,2.3715992449277006,0.01771128941149968,0.08608942103619384
RP11-324L17.1,74.8092885124936,8.313801503867586,2.5690414366725327,3.2361492443017057,0.001211540215555974,0.012720340301853456
LINC01116,118.47092641567876,4.29694218535358,1.1414982355772885,3.7643003304166243,0.00016701605780446478,0.002853591840947148
FUCA1P1,1.4145373954492713,3.2026171328246225,1.4463214265257278,2.2143190815597396,0.026806836899855968,
RP11-632P5.1,12.0589013325871,4.198433648045493,0.8573637186550078,4.8969107937431735,9.73550062023829e-07,4.490829752652053e-05
NFE2L2,6990.769429398469,1.2971982781142872,0.4346853473900283,2.9842236134781777,0.0028429891769567914,0.02396622964804719
FKBP7,1101.771999131865,3.1127760880439808,0.41693213710072685,7.465905865855488,8.272847552259559e-14,2.29001286655392e-11
TTN-AS1,229.01889062743777,0.9133089385078169,0.2688224100538006,3.3974434583970603,0.0006801864255621312,0.008293917557200957
