Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RP4-734G22.3,170.20153445496555,-2.124159638848427,0.7885586760613158,-2.693724263434849,0.007065859258798022,0.04574695528748191
C1orf127,95.16621784315431,-4.6458866482370755,1.8268463052274098,-2.5431185069828555,0.010986795904597783,0.062367005400640586
MASP2,5274.656750296915,-5.11072596257616,1.9024523386935388,-2.6863884359309744,0.007222906482608474,0.04646888309328111
RP4-635E18.6,3.3734380390625693,-2.38551978294393,1.158595400253104,-2.0589757066382233,0.039496565758230864,
ANGPTL7,44.75509131906318,-4.216218018530253,1.1433630547235745,-3.687558384112375,0.00022641615454070086,0.0036052744607857293
FBXO2,2586.779257841667,-3.4621494476336134,1.3278285838204953,-2.6073768028642244,0.009123889621906004,0.05476265890945888
FBXO6,865.6402190962904,-1.2060018584494014,0.3089106994315128,-3.9040468998607114,9.459743677542503e-05,0.0018294814364702937
MAD2L2,1919.3788444461431,-1.2242321727639258,0.5288530975673033,-2.314881350596848,0.020619426249750765,0.09526629352556387
C1orf167,4.949667011557418,2.3447297856662535,1.0357390591353643,2.2638228856828433,0.023585010350535916,0.10483185729775583
NPPA-AS1,46.79142952741302,-1.4235209361150143,0.31994177569423715,-4.449312482016881,8.614560471544347e-06,0.00027062662939485806
NPPA,111.8839257582014,-2.239991807583418,0.9162962917850419,-2.44461516178318,0.014500677806917764,0.07527936704139758
NPPB,11.898883135050138,-3.8651705130131666,1.4114834084166945,-2.7383747410455572,0.006174367587215084,0.041917343376495234
KIAA2013,4466.183619651505,-1.4497814514803873,0.5304830085760023,-2.7329460662125564,0.006277061005158111,0.04232660565175212
DHRS3,10014.198522520357,-2.69315652297593,0.8631568751690448,-3.120124047495409,0.0018077489417062268,0.017155456753714337
RNU6ATAC18P,2.7347264009488175,-3.5232980130337155,1.7803771329264872,-1.9789616187904577,0.04782032772770078,
PRDM2,3741.5242666246822,1.2144420120182033,0.40604947160265237,2.99087204134234,0.0027818203358520362,0.023614460880948283
EFHD2,5973.557706659073,-1.3722835129406163,0.64100051160397,-2.1408462054215267,0.03228644245229426,0.1280624108359759
CTRC,125788.76220608047,-12.725256260853442,2.8914991794528646,-4.400919893486305,1.0779291731193159e-05,0.00032502240280260795
CELA2A,88828.36874757953,-13.857988642033755,3.2677352149532646,-4.2408542095513555,2.2267073920420737e-05,0.0005880028867867625
CELA2B,10603.255688786974,-9.372207367080689,2.7625381553447763,-3.3926073922084883,0.0006923078800894925,0.008409562720572791
CASP9,2320.292059569804,1.9613222511940138,0.6629932004540794,2.95828411188941,0.0030935685149361234,0.025462884506495396
RP4-680D5.8,27.705998320125662,-4.396732781405024,1.791254413468323,-2.4545551700229082,0.014105901765918962,0.07382590236906583
AGMAT,1265.2823657690342,-7.288635139693849,2.1897790043859207,-3.3284797804232307,0.0008732134328303505,0.009984222975378489
DDI2,4600.974154606999,-1.5761862465629135,0.659591925897788,-2.3896384789997613,0.016864964635337976,0.0832285515346946
TMEM82,629.8818206357206,-10.070816943695116,2.9375963689585745,-3.4282507461245886,0.0006074840881745047,0.007641179292526352
UQCRHL,279.5145098777721,0.9408361877218068,0.3365924148661311,2.7951794103738026,0.005187092006746015,0.03706373389358098
EPHA2,1664.9314925970084,-1.5390624408368536,0.5334839492507796,-2.8849273591048057,0.003915039854664194,0.030235771011997856
RSG1,224.5325138815752,0.740844390373745,0.3169865586402504,2.3371476492621035,0.019431508137932877,0.09158875482086655
MT1XP1,28.14799323627765,-3.5979335628731763,1.1759527759542536,-3.0595901778058656,0.0022164005102298964,0.019951597187900752
LINC01772,159.77792931268655,1.7850460728484108,0.6514848924542035,2.739965413662899,0.006144564999907314,0.041788928869268355
CROCCP3,591.7059186868325,2.1661450369440582,0.6769246532422161,3.199979534751812,0.0013743734609405114,0.013955965012474309
NBPF1,1311.934340373693,1.389380237134324,0.5515474771432028,2.5190582764166787,0.01176691796478773,0.06540908920544132
MST1P2,10723.186754924276,-6.285398310599543,1.881041436660891,-3.3414459607848914,0.0008334323850367258,0.009619921588190876
RP5-875O13.7,11.326466695333668,-7.1904419110487465,3.172166491367423,-2.266729041686954,0.023406783170018475,0.10429821793154125
ESPNP,21.97915012884512,-5.640060639116846,1.4965688956260346,-3.7686608719457135,0.00016412569345279567,0.0028155227399377027
MST1L,2982.577284765439,-4.5611383191634784,1.3232127275543908,-3.447018173407036,0.0005668104526647057,0.007276986581720669
RP11-108M9.4,94.45499531266287,-2.88058113223642,0.8536418376293706,-3.374461050592385,0.0007396038144538235,0.008832656227950647
SDHB,4318.38869877533,-2.084371013629383,0.7105710282164993,-2.93337461120679,0.0033529905937126586,0.026990040093094417
PADI2,408.7500735395488,-5.476577476074538,1.3147943619796003,-4.1653490724046085,3.1087653084831226e-05,0.0007691706523190687
PADI4,520.3981731126172,-8.069040888611543,1.842780548883994,-4.378731310951938,1.1937219656400908e-05,0.00035490272286145774
PADI6,31.187695393925022,8.130910632820514,2.882250059051538,2.8210288719696144,0.0047869894316992,0.03503911432229982
ARHGEF10L,8462.147775677719,-2.826342419124382,0.8547413622601118,-3.306663914860692,0.000944140941028034,0.01059572866902073
KLHDC7A,639.6364475181883,-13.019079583204894,2.7993262209705194,-4.6507904243797675,3.30665226158748e-06,0.00012477720790064352
ALDH4A1,12600.10662509206,-4.29706226508,1.811232194971044,-2.3724524536450704,0.017670437252301656,0.08594464616372091
IFFO2,2030.5104116589127,-2.228895542168394,0.8859521614684481,-2.5158192948861298,0.011875605398008929,0.06581247405991957
AKR7L,1633.905682191376,-4.422831892303351,1.7695933488579878,-2.4993492969204696,0.012442160652567322,0.06782206855684014
AKR7A3,5822.901112905012,-5.907146781647685,1.741798896290549,-3.3914057439282677,0.0006953507601664724,0.008442504779193977
RNF186,618.8152988893017,-5.698097903696369,2.8746845661598766,-1.9821645723405839,0.04746082439179814,0.1643826435044642
PLA2G5,1105.9998194000855,3.6551436297285624,1.0396191132125576,3.515848817393993,0.0004383505169508257,0.006011765234891727
RP3-340N1.2,33.88742952238185,-8.775219488791624,2.9527198765832114,-2.9719105961876795,0.0029595285069544167,0.02462316134504247
VWA5B1,10.894392441056706,-3.6471916664262314,1.2836946015886963,-2.8411677216001987,0.0044948665759605745,0.03337978209204608
FAM43B,25.433869255214407,-2.6081755256334995,1.269301014457474,-2.0548124486832533,0.03989712335417733,0.14711415432808755
CDA,1173.6086471732267,-5.915979311332842,1.591417486877253,-3.7174276141337543,0.0002012616262625881,0.0032994748228357064
PINK1,1450.5425166207883,-0.9830871172977521,0.35421113399997195,-2.7754269217800194,0.005512928730225661,0.03866629061845653
SH2D5,69.37909793025968,4.319399922192942,1.0057338940042075,4.294774142487905,1.7487127294731763e-05,0.00048329266539687163
HP1BP3,13598.620005588818,1.1307357731553216,0.30709516455332253,3.6820370480271305,0.0002313777763944755,0.0036591541835379266
NBPF2P,17.338812636243148,2.154264247228525,0.9597739526347414,2.244553773640873,0.024796793165352226,0.10832849043410749
ALPL,4572.531462354961,-3.9716549142896156,1.3167245399294485,-3.016314190136094,0.002558679827218047,0.022245078582357625
RAP1GAP,9175.842399342342,-5.190802793143085,1.3126465545853685,-3.9544558091517077,7.670904761918766e-05,0.0015461303333685094
CELA3B,284868.227567197,-14.574093972588862,3.3002936013537036,-4.415999220981705,1.0054444595387817e-05,0.00030852713514186873
CELA3A,541232.6147237634,-13.579933050248671,3.0063972457121997,-4.5170122044306416,6.271829195084755e-06,0.00021051064597028555
RN7SL186P,608.6240652090329,-10.399273039235762,3.853077692414438,-2.698952336130889,0.006955813787630074,0.04527345365878752
EPHA8,41.167609241479084,-4.569208715898976,2.103230813324159,-2.1724713649841103,0.029820127229907983,0.12157289843498845
LINC01355,1285.144637383098,1.3740326545141615,0.5451490984436098,2.5204712957189113,0.011719779664184178,0.0652181194270668
ZNF436,1625.5609129764148,1.8356065401776254,0.8735233674850998,2.1013822966893168,0.03560742072234614,0.13632143106803657
ASAP3,4003.448380887493,1.7685994585405167,0.4015463619059187,4.4044713794590304,1.0604213916091826e-05,0.000321869571101797
ELOA,3461.029443472835,-0.8440156310961032,0.3296274263421896,-2.5605139731908166,0.01045174602959959,0.060374454137014484
LYPLA2,3338.5613406193715,-1.4356617104638378,0.4775020950666759,-3.0066081914538394,0.0026418002523907404,0.02273606026931019
GALE,2411.7456214901254,-2.4215188059091894,1.0412890316281627,-2.325501116748436,0.020045180270756115,0.09353073047863869
HMGCL,5864.756725124851,-2.611851427550229,1.201183768757979,-2.174397869404177,0.029675267967931046,0.12119539074510935
SRSF10,5546.349593884983,0.3705783693990235,0.1811467927241776,2.0457351953411784,0.040782430997144146,0.14933636607929093
IL22RA1,12256.71578647444,-8.591552857860407,2.059230321819852,-4.172215592798571,3.016520066369708e-05,0.0007477979628087939
IFNLR1,742.4224151234375,-2.337863841244059,0.825733529753948,-2.8312570060473328,0.004636544879453496,0.03416338051125917
GRHL3,21.57512074889848,-2.6158739895634184,0.9983729777648435,-2.620137010739047,0.008789444610792802,0.05330989163449765
RCAN3,744.3162297440566,-2.843587571251637,0.8667176068335118,-3.280869742153355,0.0010348752523150176,0.011307417372180315
RP4-594I10.3,7.148935627800124,-5.040635121905469,2.3307361568340617,-2.162679420888368,0.03056584497896035,0.12386086410934068
NCMAP,447.46040648637825,-8.974339178046426,1.5671259414489773,-5.726622819955797,1.0244959881788258e-08,9.537908088486738e-07
SRRM1,9019.819500726253,1.1355769207181041,0.3258940664010263,3.48449707372312,0.0004930628537546831,0.00658854915475548
RUNX3,604.5647289810433,-3.599767635147151,1.47524755428053,-2.4401108984740785,0.01468275375340592,0.07595667521712261
RP3-465N24.5,25.083768650457657,1.7012340987798442,0.5932356389428307,2.8677206612392845,0.004134403856966476,0.031388246424808884
SDHDP6,16.970610440898426,1.8152241977484673,0.4733863624397827,3.8345511019645686,0.00012579381855403572,0.002295332272886192
RHCE,45.02319606079368,-2.4777319038064256,0.8695455746765712,-2.8494560560877122,0.004379405507074301,0.03279187650029738
LDLRAP1,3308.7159356353836,-1.6766982233052947,0.5054697648188683,-3.3171088361855396,0.0009095417804788619,0.01028891409234381
PAQR7,1279.2770929190012,2.891926956096593,0.2759130899061026,10.481296690493226,1.0529009079315257e-25,2.0660345584942532e-22
STMN1,3334.896781032726,3.3121681042425823,0.9125575702649285,3.629544274429736,0.0002839220323402118,0.004285542676311516
PAFAH2,2311.4323061399755,-2.2696012119547104,1.0358307429659577,-2.1910927314785256,0.02844508261488073,0.11798662587551428
SLC30A2,9279.507366284897,-11.223674093044329,2.7458185090265257,-4.08755132800946,4.359502429825765e-05,0.0009964744398066796
RP11-96L14.9,224.24527303736616,-14.151311040936061,7.0687734487138325,-2.0019471756462788,0.04529041312040446,0.15925896259235275
TRIM63,27.77309275471235,-5.528979415107587,1.4531742589653405,-3.8047600836559123,0.00014194170093182625,0.0025284852297974554
CEP85,801.320753892619,-0.8353486747438793,0.3362432341953022,-2.484358315024649,0.012978514347613745,0.06975746365218691
SH3BGRL3,4919.131057911271,-1.7305889440703441,0.7374195174427793,-2.346817385674404,0.018934532307504182,0.0901457604763203
CD52,728.5800735380241,-4.498083749272203,1.8712895164524144,-2.4037348094589115,0.01622854109780669,0.08113952466953173
AIM1L,51.73338062558645,-4.515382627595437,1.480051262206505,-3.0508285374276625,0.002282108571749844,0.020426072826935707
LIN28A,3.163430057019731,2.1918834951083785,0.8751722553440925,2.504516661404666,0.012261882986866765,
RP3-476K8.3,14.95640457540257,1.9467647399932198,0.5596245461317602,3.478697911751115,0.000503856227235535,0.006662969673691685
HMGN2,8393.100549628518,1.0552922082896725,0.3821238427274379,2.761649733126948,0.005751013938792838,0.03977836620516988
RPS6KA1,2835.880867817886,-3.744617847557485,0.9591149280813184,-3.904243107808242,9.452073192868114e-05,0.0018293849398852255
SFN,434.097317680406,-5.523454444414988,1.6494462183609293,-3.34867204697568,0.0008119984849273133,0.009415122432732199
GPN2,1721.600194488342,-0.5533127868611084,0.2761954784198293,-2.0033375999734817,0.04514106426600621,0.15904024323772856
NUDC,6749.023050684353,-0.8845569790627493,0.36117361889646954,-2.449118464868575,0.014320633911275797,0.07462820233763726
NR0B2,1708.5061984807016,-12.081580097696543,2.417599096376809,-4.997346382120544,5.812460827276157e-07,2.9713439527652804e-05
KDF1,541.3895557332378,-6.031217018980445,0.9527310375057951,-6.330450863414597,2.444458559838056e-10,3.334529058979089e-08
TRNP1,558.6811795041574,-2.655680012727704,0.9430441550314248,-2.8160717592690125,0.004861480672841611,0.03548254949456843
FAM46B,478.2509117117846,-3.832390297075667,1.6036003107921772,-2.3898662723396886,0.01685450849641024,0.0832285515346946
ACTG1P20,18.920965476343124,1.1701280380238386,0.5921832051791559,1.975956136192404,0.048159745382481876,0.16608178247420985
SYTL1,3990.2661937129715,-6.305772934327447,1.6889040247641953,-3.733647881624214,0.00018872629828358445,0.0031407203119822773
FCN3,16185.054402804957,-9.044686685032483,1.9591364448503026,-4.616670119535031,3.89946379022803e-06,0.00014250920032224474
GPR3,61.089214163154345,-2.9760226181016063,1.1997282107092733,-2.4805806778038475,0.013116857655766897,0.07026415832443464
FGR,5033.358555407669,-5.905794847826522,1.6694071042782566,-3.5376600666736744,0.0004036894160327596,0.005625641577938141
THEMIS2,2121.9252540710213,-3.9976460551336137,1.4445930164650558,-2.7673164756921804,0.005651985819242584,0.039317291045284725
SMPDL3B,619.9853534918543,-7.797364246574977,1.8948077703047632,-4.115121527774208,3.8697547402097804e-05,0.0009056291162202871
XKR8,1400.799598679855,-1.7987536996623743,0.635348671544369,-2.831128449973882,0.004638408922293875,0.034167246086859504
PTAFR,567.0008754022977,-3.2012366137461297,1.4801086605041753,-2.1628389179586853,0.03055357113374724,0.12385047609260422
MED18,648.8364427142512,-1.8927486062144427,0.7537997766207439,-2.5109434426998156,0.012040898642769743,0.06638238242455444
SNORA61,71.95907045116577,-1.3244216568800422,0.6307546938885259,-2.0997412618765368,0.03575160777612372,0.1366888133634802
YTHDF2,3092.578445000759,-0.7174165220552478,0.14808342342942335,-4.844678124268033,1.2681710090861288e-06,5.616280255343413e-05
OPRD1,20.216511422769486,-1.7754089462818623,0.7349585584687219,-2.4156585780576627,0.015706781421394166,0.07943383966660265
TMEM200B,831.3796893880684,2.4164003865703165,1.1071215870311566,2.182597119301147,0.029065492120359596,0.11962433664057003
MATN1,24.293899275477376,2.710221352795012,1.1092334347155448,2.443328219267056,0.014552495658761206,0.07548264513287496
LAPTM5,7695.760741462354,-3.1618437446571352,1.6051690108754992,-1.9697886784722978,0.04886259465063566,0.16762182987400015
SERINC2,8765.973396856307,-7.744819108147751,1.2979503028488508,-5.966961208875847,2.4171284410930542e-09,2.61189035880078e-07
LINC01226,3.6517455032539514,-2.975298097245229,1.264628845007648,-2.3527045970766514,0.018637433568854708,0.08934829785903303
RP11-73M7.6,186.1494780905189,4.538778660209196,1.3508978180940667,3.359823814515295,0.0007799219275994518,0.009147139517762951
RP11-73M7.9,1.6928825646630297,3.717856787824738,1.896762055887654,1.9601071079444603,0.049983272631597554,
COL16A1,10886.01520625835,4.38468504241228,0.9739613344486506,4.501908738394019,6.73459002670464e-06,0.00022224147088125313
KHDRBS1,6549.399693758514,1.3060669990893183,0.2999467236347261,4.354329939872393,1.3347454950710739e-05,0.0003909072656000921
CCDC28B,203.63296314546494,1.1088519293676207,0.45588528267693673,2.4323047299454257,0.015003078866259949,0.07718821770681744
RP4-622L5.7,16.460983493309186,0.9635650737123911,0.47365419582039525,2.034321836933046,0.041919156876174556,0.15193460823448945
LCK,285.5750610820099,-3.478496585058223,1.4755309809449744,-2.3574541165042087,0.01840072913437496,0.08847958520052232
MARCKSL1,6396.188547136261,3.483229381142121,0.5384045662697223,6.469539077789214,9.830230681098938e-11,1.4411457151962804e-08
RP4-811H24.9,7.885690953477484,4.2182261172528595,1.5434624614078376,2.732963206248172,0.0062767343645869274,0.04232660565175212
ZBTB8OS,834.8653402641963,-1.1412564019302343,0.288819008320183,-3.951458765016755,7.767625752119677e-05,0.0015589643218789995
YARS,5220.025582850867,-1.0345266881171975,0.46175568359182784,-2.2404200421963285,0.02506366633491999,0.10900105472828468
S100PBP,1987.7099211333114,1.0099739232753167,0.44191621060798353,2.285442124618614,0.02228691636561593,0.10058686298133347
HPCA,32.44634567893343,2.2101802295222206,1.0472953162791063,2.1103696303872357,0.03482653023567724,0.13429931364805606
AZIN2,498.93388447433557,1.955688454163122,0.5800975003548725,3.3713099142243106,0.000748116462987673,0.008896831167530327
ZSCAN20,149.98971556053732,1.1573753610218325,0.4354414549804063,2.657935637005235,0.007862090633191347,0.049324660590771785
SMIM12,2505.479593750581,-2.3681650457685315,0.6947985620814221,-3.4084196125480912,0.0006534033378534353,0.008063218646531046
GJB5,13.993648053405394,-1.8760157811954652,0.8383221807056289,-2.2378219548197964,0.02523266810388578,0.10933977270248249
GJB4,5.812139264255292,-2.6748938649043805,0.9606627587482955,-2.784425481830542,0.005362264103409298,0.03785172672601066
GJB3,27.77362477386133,-4.023535800239636,1.113345802298963,-3.6139138369510904,0.0003016093298040384,0.004488787393306089
RP5-997D16.2,104.95988472731408,-1.5696380234857914,0.7464483660588591,-2.102808573047398,0.0354825063214139,0.13594521684484037
ZMYM4,2940.4156090608953,1.0147444082311983,0.2445399095291327,4.149606541464387,3.330472472685227e-05,0.0007999719614475279
KIAA0319L,7017.6255546310895,-1.1070355023484286,0.45836616190766166,-2.415177197507529,0.015727556311054266,0.07950737890183973
NCDN,1833.26703817147,0.8543520831277552,0.3655294414562888,2.337300327229377,0.019423573548746985,0.09158093606634261
TFAP2E,117.99814860075325,1.9813963189212074,0.8284112948866259,2.3918026361438924,0.01676585532060817,0.08294806116629051
PSMB2,4057.570588287737,-0.830848166570373,0.40344122182864095,-2.059403257814023,0.039455623939609795,0.14590419273739247
TRAPPC3,2464.663003991475,-0.9425333159939835,0.30342956577526237,-3.106267227406833,0.0018946541063717564,0.01774255932431613
RP11-268J15.5,496.41693330916235,2.7818559582964966,1.0807583247837291,2.5739852236189575,0.01005345667358177,0.05865819448453737
MRPS15,3127.4563802945495,-1.3487723085166003,0.6249746892583743,-2.158123091540107,0.030918262861066637,0.12455375783885649
CSF3R,8046.089931576317,-5.619538412936515,1.695690523168682,-3.314011805901625,0.0009196762402802982,0.010366779148612516
LINC01137,336.6650212814851,-1.643125544091066,0.7810967874186215,-2.103613240455498,0.03541219803141862,0.13579466624990266
ZC3H12A,2310.2361632290517,-2.3066446819822195,0.9204534757803939,-2.5059872581029285,0.0122110020187412,0.0669152417821846
RP3-423B22.5,5.2962701989754555,2.14438274204582,0.9224352786956639,2.3246972352119997,0.020088155229553206,0.09365835530456974
GNL2,2337.5088730032785,-0.5782346059187895,0.2782760847371659,-2.077916995508029,0.03771700487833308,0.1415754079841023
EPHA10,116.25188310725355,-5.712804424999589,1.6814657313810895,-3.397514631658486,0.0006800095141335252,0.008293917557200957
MANEAL,219.69151691894854,-2.2588674319040454,1.103064524988269,-2.0478107859810546,0.04057854307939143,0.14885217938052864
YRDC,632.5455124490135,-1.0926256899532285,0.36321769864646414,-3.0081840560768747,0.002628139142189057,0.022651252296418126
